Material ID,Polymer Name (Formula),Decomposition Energy (eV/atom),Density (g/cm³),Thermal Conductivity (W/m·K),Heat Capacity (J/mol·K)
mp-698527,SbH3C2(O2F3)2,N/A,2.818030186095501,N/A,N/A
mp-1199835,CsFeP2H3CO10,N/A,2.901093578698493,N/A,N/A
mp-1212156,KH3CSN2O,N/A,1.371370725808641,N/A,N/A
mp-561214,SbH3CSCl6O,N/A,2.096473922667451,N/A,N/A
mp-696990,NaPH3C2N3O4,N/A,1.866036105225707,N/A,N/A
mp-765959,NaPH3C2N3O4,N/A,2.078323588995445,N/A,N/A
mp-1195326,H3CSNOF2,N/A,1.36715882936545,N/A,N/A
mp-709432,NaH3C4S4(OF)12,N/A,1.824142900598571,N/A,N/A
mp-1105350,H3CSNOF2,N/A,1.252109536004238,N/A,N/A
mp-697077,AsH3CNOF9,N/A,2.5054925638941983,N/A,N/A
mp-1199010,ZnP2H3C4NO8,N/A,1.7885745026331341,N/A,N/A
mp-558736,H3CSN(ClO)2,N/A,1.749549815362677,N/A,N/A
mp-1219693,Sb2H3C3SCl6O5F3,N/A,2.238798796320685,N/A,N/A
mp-995220,H4C2O,N/A,1.110574698402985,N/A,N/A
mp-30184,H4C7O,N/A,1.2976071926818,N/A,N/A
mp-995218,H4C5O2,N/A,1.425443302074383,N/A,N/A
mp-995204,H4C6O,N/A,1.382147785267415,N/A,N/A
mp-995219,H4C2O,N/A,1.095856282302502,N/A,N/A
mp-23778,H4CN2O,N/A,1.390817235494239,N/A,N/A
mp-976707,H4CN2O,N/A,1.12683030309255,N/A,N/A
mp-1189886,H4C2NO2,N/A,1.380248841020904,N/A,N/A
mp-557825,H4CN2O,N/A,1.321536272088758,N/A,N/A
mp-1194668,MgH4(CO)4,N/A,1.5638124197712582,N/A,N/A
mp-1201465,H4CN4O3,N/A,1.605415173475426,N/A,N/A
mp-1203674,CdH4(C2O3)2,N/A,2.673778902344253,N/A,N/A
mp-1209104,SmH4(C3O4)2,N/A,2.815830713228454,N/A,N/A
mp-1212607,H4C(N3O)2,N/A,1.447426265212597,N/A,N/A
mp-555646,BaH4(CO3)2,N/A,2.960264602462929,N/A,N/A
mp-697339,Ho2H4CO7,N/A,5.206588913912065,N/A,N/A
mp-723248,Re5H4(CO)20,N/A,2.38233689704263,N/A,N/A
mp-1182013,CdH4(C2O3)2,N/A,2.080242351741235,N/A,N/A
mp-1180198,MnH4(CO3)2,N/A,2.193385618899673,N/A,N/A
mp-1197308,UH4(C2O5)2,N/A,3.429337295523844,N/A,N/A
mp-1202150,ThH4(C2O5)2,N/A,3.241586070083646,N/A,N/A
mp-1211095,MnH4(C2O3)2,N/A,1.7220863715515362,N/A,N/A
mp-23821,MnH4(CO3)2,N/A,2.137504280141646,N/A,N/A
mp-24296,CoH4(CO3)2,N/A,2.2940661460477942,N/A,N/A
mp-24714,ZnH4(CO3)2,N/A,2.403585452155456,N/A,N/A
mp-698316,FeH4(CO3)2,N/A,2.1958221437339462,N/A,N/A
mp-698317,NdH4C3O8,N/A,2.90539146227142,N/A,N/A
mp-1194642,FeH4C3O8,N/A,2.1283122512680652,N/A,N/A
mp-1212551,H4CN4O,N/A,1.421374595967471,N/A,N/A
mp-1237215,H4CN4O,N/A,1.579290944615525,N/A,N/A
mp-707535,H4C(N2O)2,N/A,1.542839997825849,N/A,N/A
mp-723031,H4Os3C10O9,N/A,3.551343040529651,N/A,N/A
mp-1192779,Cu2H4CO5,N/A,3.189429922538797,N/A,N/A
mp-1212807,H4CN5O,N/A,1.3884602732735971,N/A,N/A
mp-1181584,H4C(N2O)2,N/A,1.758011794866293,N/A,N/A
mp-1204989,H4C(N2O)2,N/A,1.411027751428938,N/A,N/A
mp-601182,VH4(CO3)2,N/A,2.108210160868504,N/A,N/A
mp-600174,H4Pb(CO3)2,N/A,3.67115122064261,N/A,N/A
mp-863420,Rb4H4C3O10,N/A,2.893695364791977,N/A,N/A
mp-1212577,H4C(N2O)4,N/A,1.593502010263734,N/A,N/A
mp-559328,FeH4C3O5,N/A,2.005881554594491,N/A,N/A
mp-698325,BaH4(CO2)3,N/A,2.4922832390664422,N/A,N/A
mp-1181700,H4CN2O,N/A,1.315455032465826,N/A,N/A
mp-720526,H4CN2O,N/A,1.227848171498977,N/A,N/A
mp-698263,KYH4C4O9,N/A,2.360409097614805,N/A,N/A
mp-1196609,CaH4C4(SO)4,N/A,1.646282725117517,N/A,N/A
mp-1195683,Na5LuH4(C2O7)2,N/A,2.755387125154389,N/A,N/A
mp-24144,Na5ScH4(C2O7)2,N/A,2.300879629164196,N/A,N/A
mp-1106046,CrH4C4NO10,N/A,1.739889072546875,N/A,N/A
mp-1189653,KCrH4(C2O5)2,N/A,2.027492043566869,N/A,N/A
mp-752822,RbCrH4(C2O5)2,N/A,2.249548499269597,N/A,N/A
mp-1179202,SrCuH4(CO2)4,N/A,1.699810704926454,N/A,N/A
mp-1199647,MoH4C(NO2)2,N/A,2.618131398437715,N/A,N/A
mp-1205438,SrCuH4(CO2)4,N/A,2.3796609007748453,N/A,N/A
mp-23686,CaCuH4(CO2)4,N/A,2.225759353168441,N/A,N/A
mp-600520,SrCuH4(CO2)4,N/A,2.264070241087271,N/A,N/A
mp-1196938,K2Mo2H4C4O15,N/A,2.463874014885985,N/A,N/A
mp-1198038,LiPH4CO3,N/A,1.605890551616105,N/A,N/A
mp-1202607,LaH4C2SO8,N/A,3.007722820846652,N/A,N/A
mp-1207872,VH4C4O6F,N/A,2.036627552045607,N/A,N/A
mp-554482,Rb2Mo2H4C4O15,N/A,2.734080201822887,N/A,N/A
mp-557512,LaH4C4NO8,N/A,2.650979109605645,N/A,N/A
mp-632685,NaH4CNO2,N/A,1.2573115226611171,N/A,N/A
mp-706281,NaH4CNO2,N/A,1.35738080903017,N/A,N/A
mp-1203350,Na2CoH4(CO2)4,N/A,1.993426896737935,N/A,N/A
mp-1211718,KH4C6O3F5,N/A,1.823371490664115,N/A,N/A
mp-1226354,CoH4C4(NO3)2,N/A,1.966678063168159,N/A,N/A
mp-721301,H4CS(NO)3,N/A,1.733786992375117,N/A,N/A
mp-554515,KScH4(C2O5)2,N/A,1.8282194136278092,N/A,N/A
mp-1192992,InH4CSeO7,N/A,3.152889844267003,N/A,N/A
mp-1200008,PuP2H4CO7,N/A,4.196872529147896,N/A,N/A
mp-1200372,H4CS(NO)2,N/A,1.673187334699096,N/A,N/A
mp-1210160,NaH4C3N3O4,N/A,1.700423594844721,N/A,N/A
mp-1212320,HgH4C12O3F8,N/A,2.295194598839932,N/A,N/A
mp-1238117,HgH4C12O3F8,N/A,2.610347952603999,N/A,N/A
mp-1414227,Na2CuH4(C2O5)2,N/A,2.213483176754146,N/A,N/A
mp-555418,Rb3NbH4(C2O5)3,N/A,2.603371213467874,N/A,N/A
mp-698313,Rb2CuH4(C2O5)2,N/A,2.785949495524777,N/A,N/A
mp-698457,NaLiH4C2O5,N/A,1.586341073164181,N/A,N/A
mp-720439,H4Ru3C9N2O9,N/A,2.328703337640044,N/A,N/A
mp-722243,Na2CuH4(C2O5)2,N/A,2.213483176754146,N/A,N/A
mp-686268,Cu2H4C4N3O,N/A,2.604662517215531,N/A,N/A
mp-1195650,Na2CaH4(CO4)2,N/A,2.294716803869736,N/A,N/A
mp-1200565,PuP2H4CO7,N/A,4.140394041132041,N/A,N/A
mp-601242,K2VH4C4O9,N/A,1.9833175808806671,N/A,N/A
mp-707169,CuH4C3ClO2,N/A,1.958157330441245,N/A,N/A
mp-706973,H4CS(NO)2,N/A,1.610527733636605,N/A,N/A
mp-733443,Ca7Si6H4CO23,N/A,2.683645274965433,N/A,N/A
mp-696155,Na4P2H4CO9,N/A,2.198318420396967,N/A,N/A
mp-1217748,Te4H4Pb12C2Cl3O29,N/A,6.483285819038932,N/A,N/A
mp-1233092,MgH4C4S4(OF)12,N/A,1.69949025321305,N/A,N/A
mp-1233983,MgH4C4S4(OF)12,N/A,1.861365891245754,N/A,N/A
mp-1234282,MgH4C4S4(OF)12,N/A,1.891853755121271,N/A,N/A
mp-1234857,MgH4C4S4(OF)12,N/A,1.8540394881824351,N/A,N/A
mp-720082,KCd6H4C12ClO26,N/A,3.190451732743901,N/A,N/A
mp-1196277,UH4C2SeN4O7,N/A,3.126860658725969,N/A,N/A
mp-1197754,NpUP4H4(CO8)2,N/A,3.728232689909172,N/A,N/A
mp-1198593,PuUP4H4(CO8)2,N/A,3.638275045379229,N/A,N/A
mp-1200542,ThUP4H4(CO8)2,N/A,3.477334541700759,N/A,N/A
mp-1200331,MgB2H4C8(N4O)2,N/A,1.314517184184806,N/A,N/A
mp-1190848,NaH4C2I(NO)2,N/A,2.047118458894222,N/A,N/A
mp-1195950,NaLaP2H4CO7,N/A,3.110387422086674,N/A,N/A
mp-1196081,LiBH4C2(O3F)2,N/A,1.731971890271734,N/A,N/A
mp-1196380,SmAgH4C2SO10,N/A,3.718595509858007,N/A,N/A
mp-1197429,K2UH4C5(NO6)2,N/A,2.675206381534874,N/A,N/A
mp-1199131,NaEuP2H4CO7,N/A,3.332783514468961,N/A,N/A
mp-1199292,KBH4C4(N2O)4,N/A,1.474898664327394,N/A,N/A
mp-1199704,NaPrP2H4CO7,N/A,3.159447023850436,N/A,N/A
mp-1203390,NaSmP2H4CO7,N/A,3.448720044414145,N/A,N/A
mp-1203484,NaH4CS2N3O2,N/A,1.6258168423629842,N/A,N/A
mp-561270,SnH4C2NO4F,N/A,2.593945426851239,N/A,N/A
mp-721712,NaH4CSNO2,N/A,1.5236260972470501,N/A,N/A
mp-1200245,HgH4C2S2(O4F3)2,N/A,2.748243468258421,N/A,N/A
mp-697033,CdH4CN2Cl2O,N/A,2.607236628444482,N/A,N/A
mp-698396,CuH4C2NCl3O,N/A,1.965381310913026,N/A,N/A
mp-562114,V2CoH4C4(NO3)2,N/A,2.383218614928194,N/A,N/A
mp-540591,Na2FeH4C5(N2O)3,N/A,1.716282544421599,N/A,N/A
mp-695945,Na2H4RuC5(N2O)3,N/A,1.868107558946953,N/A,N/A
mp-1198870,CdH4CS2(NO3)2,N/A,2.502301497400119,N/A,N/A
mp-1203010,LiH4CSNO2,N/A,1.372901939420729,N/A,N/A
mp-1203898,CuH4C2S2(NO)2,N/A,1.8988565966547202,N/A,N/A
mp-735597,K4H4WC8(N4O)2,N/A,2.171729715129002,N/A,N/A
mp-1201407,V4CoH4C4(NO5)2,N/A,2.7844863139742433,N/A,N/A
mp-1198363,K2UH4C4SNO10,N/A,2.776535464567034,N/A,N/A
mp-1200735,K2HgH4PtC6(N3O)2,N/A,2.729271439170499,N/A,N/A
mp-696056,K2H4PtC6S6(N3O)2,N/A,2.303503810589184,N/A,N/A
mp-698312,K4H4PtC6S2(NO6)2,N/A,2.36068519001082,N/A,N/A
mp-706285,Na2H4PtC4Br2(N2O)2,N/A,2.9862504406672072,N/A,N/A
mp-1201374,Cs2CaAg2H4C6S6(N3O)2,N/A,2.286724010169966,N/A,N/A
mp-2647151,H5C56O,N/A,0.5214494081320601,N/A,N/A
mp-1197026,H5CN5O6,N/A,1.763003435815529,N/A,N/A
mp-1197497,H5CN5O6,N/A,1.713980128237478,N/A,N/A
mp-1204941,PH5CO3,N/A,1.445539091655491,N/A,N/A
mp-1212560,H5CN7O2,N/A,1.5665065807961152,N/A,N/A
mp-1213515,H5CN9O4,N/A,1.6721218010382461,N/A,N/A
mp-24232,H5CN3O4,N/A,1.541677394209756,N/A,N/A
mp-559535,H5C2ClO,N/A,1.233618161633396,N/A,N/A
mp-601210,H5C2NO4,N/A,1.5423636143302462,N/A,N/A
mp-707289,H5C8NO2,N/A,1.419285109520401,N/A,N/A
mp-774616,H5C3N5O,N/A,1.523732304266261,N/A,N/A
mp-23852,Na3H5(CO4)2,N/A,2.063559852115407,N/A,N/A
mp-738670,H5C2NO3,N/A,1.3834100051358211,N/A,N/A
mp-697242,H5C2NO,N/A,1.090982080859609,N/A,N/A
mp-555083,Na3H5(CO2)4,N/A,1.736185891217168,N/A,N/A
mp-1191547,NaH5CO4,N/A,1.5673207197010361,N/A,N/A
mp-1221305,Na3H5(CO4)2,N/A,2.014989139074839,N/A,N/A
mp-560121,H5CNO3,N/A,1.5135257019984252,N/A,N/A
mp-708984,NaH5CO4,N/A,1.493970637488138,N/A,N/A
mp-555229,H5CNO2,N/A,1.237594683586001,N/A,N/A
mp-1212522,H5C2(NO)3,N/A,1.635364191991978,N/A,N/A
mp-1229009,As2H5CO6,N/A,2.359422669265313,N/A,N/A
mp-1278612,FePH5CO4,N/A,2.202438666140807,N/A,N/A
mp-554037,KU2H5C4O15,N/A,3.563207547848926,N/A,N/A
mp-557908,AsH5COF6,N/A,2.344454029166519,N/A,N/A
mp-605406,RbU2H5C4O15,N/A,3.736371120028061,N/A,N/A
mp-1181304,H5CSO5F3,N/A,1.481044430285575,N/A,N/A
mp-1182417,FePH5CO8,N/A,1.85907564330902,N/A,N/A
mp-1182614,FePH5CO8,N/A,1.782312017046349,N/A,N/A
mp-1182735,FePH5CO8,N/A,2.083973118869052,N/A,N/A
mp-1197342,AsH5C2(OF3)2,N/A,2.11967544158507,N/A,N/A
mp-1200873,NaP2H5CO6,N/A,1.921098953922794,N/A,N/A
mp-1202589,ZnH5C9N4O5,N/A,1.848287107478169,N/A,N/A
mp-1203607,CuH5C3NO4,N/A,1.9627588889668561,N/A,N/A
mp-1211082,Na2CrH5C4O11,N/A,1.977012356998062,N/A,N/A
mp-1237189,FePH5CO8,N/A,2.381405388411447,N/A,N/A
mp-555110,AsH5C2(OF3)2,N/A,2.173577354802669,N/A,N/A
mp-655003,FePH5CO8,N/A,1.909682556479373,N/A,N/A
mp-656859,FePH5CO8,N/A,1.746875959044171,N/A,N/A
mp-706514,H5CSO5F3,N/A,1.737886384288903,N/A,N/A
mp-1213385,Cu2H5C3N3O5,N/A,2.464072061517591,N/A,N/A
mp-698494,K2BiH5(CO2)5,N/A,2.837703744958337,N/A,N/A
mp-1232363,CuH5C6SO,N/A,2.008725501856052,N/A,N/A
mp-1209891,PH5CN2O3,N/A,1.689641317049427,N/A,N/A
mp-1212323,K3UH5C5O12,N/A,2.251073581019654,N/A,N/A
mp-555094,PrPH5CO7,N/A,2.831440804008615,N/A,N/A
mp-555522,EuPH5CO7,N/A,2.97594084842336,N/A,N/A
mp-556305,NdPH5CO7,N/A,2.894635438917828,N/A,N/A
mp-556657,GdPH5CO7,N/A,3.150215650937273,N/A,N/A
mp-557828,HoPH5CO7,N/A,3.361056985163213,N/A,N/A
mp-558204,ErPH5CO7,N/A,3.414496316803273,N/A,N/A
mp-601268,FePH5CO4,N/A,2.19080435660963,N/A,N/A
mp-725508,MnPH5CO4,N/A,2.155404104642611,N/A,N/A
mp-706227,BH5C4(N2O)2,N/A,1.257394939178108,N/A,N/A
mp-1273841,FePH5CO4,N/A,2.193418590893582,N/A,N/A
mp-1203680,KH5C3N2O5,N/A,1.622563673597936,N/A,N/A
mp-604583,RbH5C7SO5,N/A,1.925443774576598,N/A,N/A
mp-1204626,NaU2H5C4O15,N/A,3.434939553674379,N/A,N/A
mp-505771,K2NaH5(CO4)2,N/A,1.958202146355207,N/A,N/A
mp-505772,Rb2NaH5(CO4)2,N/A,2.443998189620822,N/A,N/A
mp-728420,Mo2H5C5N3O14,N/A,1.998370912435005,N/A,N/A
mp-1274499,FePH5CO4,N/A,2.187426292999387,N/A,N/A
mp-1284492,FePH5CO4,N/A,2.187727501972042,N/A,N/A
mp-1203028,GaAsH5CNO5,N/A,3.031516592504477,N/A,N/A
mp-766204,ZnPH5C2N4O3,N/A,2.016624157340493,N/A,N/A
mp-766230,Rb2NaZn2H5(C2O7)2,N/A,3.230105714155782,N/A,N/A
mp-766427,K2NaZn2H5(C2O7)2,N/A,2.7246214825261923,N/A,N/A
mp-1190433,CoH5CN(ClO)2,N/A,2.106351241306773,N/A,N/A
mp-1190493,NiH5CN(ClO)2,N/A,2.164916083783503,N/A,N/A
mp-1190513,FeH5CN(ClO)2,N/A,2.032426381119129,N/A,N/A
mp-766269,ZnPH5C2N4O3,N/A,2.007243211953977,N/A,N/A
mp-1197686,GaGe2H5CNO6,N/A,3.17020733501562,N/A,N/A
mp-1386711,GaGe2H5CNO6,N/A,3.170206991742898,N/A,N/A
mp-707816,H5CSN2ClO4,N/A,1.5324170199759282,N/A,N/A
mp-604071,K2FePH5(CO5)2,N/A,2.38751756588891,N/A,N/A
mp-723020,Al2Si2H5C2NO10,N/A,2.049555124840602,N/A,N/A
mp-1202925,Sb2H5C3SCl6O5F3,N/A,2.230138996156349,N/A,N/A
mp-1199092,ZnPH5CNClO3,N/A,2.2899728348680632,N/A,N/A
mp-1195334,K2CrH5C4S4N4O3,N/A,1.678937048317298,N/A,N/A
mp-541083,KPH5C2S2(NO)3,N/A,1.729878083269496,N/A,N/A
mp-696989,NaPH5C2SN3O4,N/A,1.78925811345557,N/A,N/A
mp-722316,KPH5C2SN3O4,N/A,1.777790161340739,N/A,N/A
mp-1198011,CdH6C2O7,N/A,2.591836492168299,N/A,N/A
mp-997581,H6C6NO,N/A,0.121468799507447,N/A,N/A
mp-1212645,H6CN8O5,N/A,1.312267988884814,N/A,N/A
mp-758948,Cs2H6CO6,N/A,3.106413172843629,N/A,N/A
mp-1195478,NiH6(CO3)2,N/A,2.350218812556446,N/A,N/A
mp-1196066,CoH6(CO3)2,N/A,2.288813847898204,N/A,N/A
mp-1196435,H6C2(NO)3,N/A,1.513550590974172,N/A,N/A
mp-1196452,H6C(NO)4,N/A,1.551448037830662,N/A,N/A
mp-1199004,In2H6C5O11,N/A,2.5794662681754312,N/A,N/A
mp-1199041,MgH6CO6,N/A,1.780423933912148,N/A,N/A
mp-1201462,H6AuC3O2,N/A,3.039965456099053,N/A,N/A
mp-1202276,LaH6CO7,N/A,2.4714419985812413,N/A,N/A
mp-1203544,H6C3(NO)2,N/A,1.205277437063241,N/A,N/A
mp-1208198,UH6C2O9,N/A,2.943902261270678,N/A,N/A
mp-1209824,PrH6(CO3)3,N/A,2.5502622670049373,N/A,N/A
mp-24207,H6CN4O,N/A,1.476970429225062,N/A,N/A
mp-24313,ZnH6(CO3)2,N/A,2.143173807552966,N/A,N/A
mp-24475,NiH6(CO3)2,N/A,2.147017633230827,N/A,N/A
mp-24476,MnH6(CO3)2,N/A,1.901626519155359,N/A,N/A
mp-24749,CdH6(CO3)2,N/A,2.504699655967618,N/A,N/A
mp-510524,FeH6(CO3)2,N/A,1.987721064861538,N/A,N/A
mp-542742,CoH6(CO3)2,N/A,2.095071555221573,N/A,N/A
mp-542785,MgH6(CO3)2,N/A,1.696656242142109,N/A,N/A
mp-600220,InH6(CO3)3,N/A,2.5362628008460772,N/A,N/A
mp-758097,H6C2N4O,N/A,1.371888888589909,N/A,N/A
mp-1192689,H6C2SO4,N/A,1.213509001894892,N/A,N/A
mp-1202302,BaH6(C2O5)2,N/A,2.580844845055379,N/A,N/A
mp-1212539,H6C(N3O)2,N/A,1.558841285098206,N/A,N/A
mp-542043,K4H6C2O9,N/A,2.102669071885954,N/A,N/A
mp-542063,Rb4H6C2O9,N/A,2.953724526303609,N/A,N/A
mp-690824,SrH6C4O7,N/A,2.220105197548022,N/A,N/A
mp-699317,Na2H6C4O7,N/A,1.804437703371456,N/A,N/A
mp-721707,H6C3N4O3,N/A,1.673386062081261,N/A,N/A
mp-1179412,SrH6(CO3)2,N/A,1.9825017995710241,N/A,N/A
mp-1237207,SrH6(CO3)2,N/A,2.158155828212825,N/A,N/A
mp-601265,SrH6(CO3)2,N/A,1.949766445265916,N/A,N/A
mp-655027,SrH6(CO3)2,N/A,2.021232285599548,N/A,N/A
mp-1189850,H6C2SeO,N/A,1.6879812796843652,N/A,N/A
mp-1195133,CaH6(C2O3)2,N/A,1.8838241705157062,N/A,N/A
mp-1198360,NdH6(CO3)3,N/A,2.70371361587315,N/A,N/A
mp-1202552,As4H6(CO)3,N/A,2.556215283903299,N/A,N/A
mp-1209664,PrH6(CO3)3,N/A,2.605964314261348,N/A,N/A
mp-559469,CaH6C2O7,N/A,1.828283134074853,N/A,N/A
mp-707543,H6C(N3O2)2,N/A,1.5924772269858392,N/A,N/A
mp-723120,BaH6C4O7,N/A,2.5562722495241053,N/A,N/A
mp-1194260,As2H6CO6,N/A,2.395186908964923,N/A,N/A
mp-1193557,H6C2SO4,N/A,1.140353715344802,N/A,N/A
mp-1200865,CuH6C2O7,N/A,2.08814717231774,N/A,N/A
mp-601178,H6C2NO,N/A,1.156746535754923,N/A,N/A
mp-696658,H6CN2O3,N/A,1.478008216685283,N/A,N/A
mp-1182715,CuH6(CO2)4,N/A,1.882521706352105,N/A,N/A
mp-1212999,H6C(NO)2,N/A,1.299514447027944,N/A,N/A
mp-556127,MgH6(CO3)2,N/A,1.768096964141397,N/A,N/A
mp-600167,CuH6(CO2)4,N/A,1.923122908823124,N/A,N/A
mp-557263,H6CN2O3,N/A,1.343464965596941,N/A,N/A
mp-1203136,H6CN6O5,N/A,1.464613258211904,N/A,N/A
mp-1203058,H6C(NO)2,N/A,1.372394397086705,N/A,N/A
mp-643099,H6CN4O3,N/A,1.036532107401177,N/A,N/A
mp-1217885,U12Cd4H6C4O51,N/A,5.856364045947322,N/A,N/A
mp-1214366,CaH6C6(ClO4)2,N/A,1.734606878947341,N/A,N/A
mp-1214678,CaH6C6(BrO4)2,N/A,2.201962895812861,N/A,N/A
mp-559223,GdH6C4NO9,N/A,2.627263069417598,N/A,N/A
mp-698351,AgH6C4(NO)2,N/A,2.5813264653124293,N/A,N/A
mp-1016212,Sn3H6CNO7,N/A,3.535217442558998,N/A,N/A
mp-1195319,H6C3S(NO)2,N/A,1.139873197289627,N/A,N/A
mp-1196255,GdH6C2ClO7,N/A,2.865387047280744,N/A,N/A
mp-1196853,UH6C2(SO4)2,N/A,3.015946531583199,N/A,N/A
mp-1197145,HgH6C4(N2O)2,N/A,2.822401581195055,N/A,N/A
mp-1197675,H6PdC2(SO3)2,N/A,2.348548499260252,N/A,N/A
mp-1199114,PuP2H6CO8,N/A,3.954231148130623,N/A,N/A
mp-1201146,H6CSN2O,N/A,1.329246100157004,N/A,N/A
mp-1202628,VH6C2S2O7,N/A,1.912675751034313,N/A,N/A
mp-1202721,AgH6C2N5O4,N/A,2.274215787956922,N/A,N/A
mp-1204276,Zn3H6C6(IO6)2,N/A,2.664071016067087,N/A,N/A
mp-1204667,PuP2H6(CO3)2,N/A,3.506931217886595,N/A,N/A
mp-1214846,BaH6C2N4O5,N/A,2.502714221107208,N/A,N/A
mp-24228,Na2CuH6C2O9,N/A,2.387440683277595,N/A,N/A
mp-24362,CuH6CN2O3,N/A,2.152574339896397,N/A,N/A
mp-554756,PH6CNO3,N/A,1.590525387138364,N/A,N/A
mp-600200,V3H6CNO7,N/A,2.323012127099037,N/A,N/A
mp-697660,Cu2H6C3N4O,N/A,2.060416784336556,N/A,N/A
mp-707478,H6Os5Pt(CO)16,N/A,3.655814009517757,N/A,N/A
mp-720384,CaH6C2(NO)4,N/A,1.8056699167505732,N/A,N/A
mp-720469,H6Os5Pt2(CO)17,N/A,3.890837294886697,N/A,N/A
mp-1194435,NiH6C2(NO2)2,N/A,1.911941492441303,N/A,N/A
mp-1201323,KNdH6C4O11,N/A,2.413738864763634,N/A,N/A
mp-1212569,H6C2SN3O2,N/A,1.4680711686488022,N/A,N/A
mp-698349,CdH6C4(S2O)2,N/A,2.288994532301103,N/A,N/A
mp-709019,Ca2CuH6(CO2)6,N/A,2.11417402340244,N/A,N/A
mp-866783,FeH6C2(NO2)2,N/A,1.659446248442026,N/A,N/A
mp-1212516,H6CS(NO)3,N/A,1.415085329760256,N/A,N/A
mp-23909,H6CN3ClO,N/A,1.507857640810991,N/A,N/A
mp-1193987,VH6C2ClO3,N/A,1.568198407720657,N/A,N/A
mp-1195902,H6PbC2S2O7,N/A,3.014472232814927,N/A,N/A
mp-1196856,H6AuC3NO,N/A,3.141420908226374,N/A,N/A
mp-1197521,H6PbC10N8O7,N/A,2.401858958859377,N/A,N/A
mp-1215054,CaH6W3(CO2)2,N/A,4.471513355242906,N/A,N/A
mp-554058,K3NdH6(C2O5)3,N/A,2.404733802860592,N/A,N/A
mp-698305,K3VH6C4O13,N/A,2.083412886395785,N/A,N/A
mp-722674,K4Tc2H6C8O21,N/A,2.238386712063779,N/A,N/A
mp-738657,K3GdH6(C2O5)3,N/A,2.495400604019152,N/A,N/A
mp-974606,ReH6CN3O4,N/A,3.1597323412748572,N/A,N/A
mp-1203553,UP2H6CO10,N/A,3.295306294202113,N/A,N/A
mp-1247806,VH6CNO3,N/A,1.7129537445435332,N/A,N/A
mp-734150,Na3YH6(CO4)3,N/A,2.604775328630286,N/A,N/A
mp-1229091,Fe2P2H6C2O13,N/A,2.179883387785353,N/A,N/A
mp-1238703,Fe2P2H6C2O13,N/A,2.070688213939096,N/A,N/A
mp-558939,Na3MoH6(CO2)6,N/A,2.106164234335157,N/A,N/A
mp-1200973,H6CNClO,N/A,1.2714973169855321,N/A,N/A
mp-1213638,H6C8I3NO5,N/A,2.522843100698932,N/A,N/A
mp-542745,PH6CNO3,N/A,1.703601999027684,N/A,N/A
mp-1199536,SnMoH6(CO2)2,N/A,2.71798228279701,N/A,N/A
mp-1208735,SrAl2H6C2O11,N/A,2.754958080465276,N/A,N/A
mp-706627,ZnH6C2(NO)4,N/A,2.28854047630196,N/A,N/A
mp-1197334,V2H6C8N2O13,N/A,1.283375896618443,N/A,N/A
mp-698301,ZnH6C2(SO3)2,N/A,2.219259352358732,N/A,N/A
mp-1194589,GeH6C2(SO3)2,N/A,2.046185574937891,N/A,N/A
mp-697563,Ca4MgB4H6(CO9)2,N/A,2.623205530026553,N/A,N/A
mp-707729,BaH6C2S2N2O3,N/A,2.097008849401939,N/A,N/A
mp-1197598,YH6C2SNO9,N/A,2.5583810304334422,N/A,N/A
mp-1199356,LaH6C2SNO9,N/A,2.713032988705643,N/A,N/A
mp-1199675,FePH6C2SO7,N/A,2.041806390864731,N/A,N/A
mp-1203517,CsH6C2S2NO4,N/A,2.081312143981894,N/A,N/A
mp-1203533,UH6C3SeN2O7,N/A,3.254028517325721,N/A,N/A
mp-1204761,HoH6C6Cl3(O3F2)3,N/A,2.23284544217957,N/A,N/A
mp-1204839,H6C3S3NCl3O5,N/A,1.677408636636618,N/A,N/A
mp-1205082,SmH6C2SNO9,N/A,2.9711854439214442,N/A,N/A
mp-1209405,SrH6C6S2N2O7,N/A,1.9319561980593,N/A,N/A
mp-1211315,NaH6C2S2N3O2,N/A,1.609440470471477,N/A,N/A
mp-24179,KH6C2S2NO4,N/A,1.797357905603235,N/A,N/A
mp-24180,RbH6C2S2NO4,N/A,2.049160645555354,N/A,N/A
mp-605047,P2H6C5N2Cl4O,N/A,1.7164364865569781,N/A,N/A
mp-605302,DyH6C6Cl3(O3F2)3,N/A,2.260194977552492,N/A,N/A
mp-605688,GdH6C6Cl3(O3F2)3,N/A,2.185009809144,N/A,N/A
mp-707312,SrH6C2S2N2O3,N/A,1.857661706213702,N/A,N/A
mp-720266,Re2H6PbC(NO5)2,N/A,4.58294344213841,N/A,N/A
mp-721128,Ga3P3H6C2NO13,N/A,2.569957693414686,N/A,N/A
mp-774283,Re2H6PbC(NO5)2,N/A,4.359906705254607,N/A,N/A
mp-1179994,NaH6CSNO3,N/A,1.446380597689282,N/A,N/A
mp-1199991,NaH6CSNO3,N/A,1.503209711185098,N/A,N/A
mp-1197042,NaPH6C2(NO)4,N/A,1.759004130246527,N/A,N/A
mp-1197676,NaH6C4SN3O5,N/A,1.5721133313934872,N/A,N/A
mp-1197759,CuAs2H6C2IO2,N/A,2.855946356713514,N/A,N/A
mp-1198235,TlH6C3S3(O4F3)3,N/A,2.498390362466111,N/A,N/A
