Material ID,Polymer Name (Formula),Decomposition Energy (eV/atom),Density (g/cm³),Thermal Conductivity (W/m·K),Heat Capacity (J/mol·K)
mp-743619,CoH6C2S2N2O3,N/A,1.860838672252064,N/A,N/A
mp-23772,TbAg3H6C6(N2O)3,N/A,3.139331855196344,N/A,N/A
mp-542688,LaH6Au3C6(N2O)3,N/A,4.14159698944133,N/A,N/A
mp-1104248,CdH6C2I2(NO)2,N/A,2.956734938955719,N/A,N/A
mp-1201982,K2UH6C4SeO15,N/A,2.754767661030775,N/A,N/A
mp-1202239,BaH6C2SNO5,N/A,2.248668059809156,N/A,N/A
mp-1203047,UH6C2SeN3O7,N/A,3.268358988742368,N/A,N/A
mp-1204218,Sb2H6CS(ClO)6,N/A,2.253831825196053,N/A,N/A
mp-1205285,H6CIN3(OF)2,N/A,2.127825454418152,N/A,N/A
mp-557379,P2H6C4N2Cl2O,N/A,1.595447827050827,N/A,N/A
mp-696020,CaRe2H6C(NO5)2,N/A,3.595310446696619,N/A,N/A
mp-698293,VPH6C2N3O7,N/A,2.12101932805194,N/A,N/A
mp-698522,Sb3P2H6C2NO9,N/A,3.11616455282948,N/A,N/A
mp-720849,Na2H6PtC4N4O3,N/A,2.5585377259539612,N/A,N/A
mp-728713,Na2NiH6C4N4O3,N/A,1.793006755221294,N/A,N/A
mp-766416,K2UH6C2SO13,N/A,2.931281636122627,N/A,N/A
mp-1199928,NaH6CN2ClO2,N/A,1.478371007051986,N/A,N/A
mp-1202476,Cu2H6Pb5C(SO7)3,N/A,5.4288029745054684,N/A,N/A
mp-699265,BH6Ru3C6O19F4,N/A,2.312938137616921,N/A,N/A
mp-1204973,Cd3H6C2I6(NO)2,N/A,3.883207171652372,N/A,N/A
mp-1200508,RbPH6C2(NO)4,N/A,2.199429995725919,N/A,N/A
mp-1202391,KPH6C2(NO)4,N/A,1.8960066721976832,N/A,N/A
mp-684743,GaGe5H6C4NO12,N/A,2.973003645414805,N/A,N/A
mp-977569,NaH6CN2ClO2,N/A,1.563897210208038,N/A,N/A
mp-720283,K2H6PtC4N4O3,N/A,2.5614371931314,N/A,N/A
mp-1203908,Ga3P3H6CNO13,N/A,2.788425317101694,N/A,N/A
mp-1214013,CrH6CN3ClO3,N/A,1.738211244268512,N/A,N/A
mp-555728,H6C3SN3O2F3,N/A,1.5416703412995072,N/A,N/A
mp-555563,PH6C2S2N(ClO2)2,N/A,1.693746919595066,N/A,N/A
mp-605461,K3UH6C5SNO13,N/A,2.557975323356009,N/A,N/A
mp-1197034,NaMnH6C3S3(NO)3,N/A,1.662510874162633,N/A,N/A
mp-696179,KNaH6PtC4N4O3,N/A,2.592528203719824,N/A,N/A
mp-696308,B3H7CO,N/A,0.7866371017533461,N/A,N/A
mp-1212710,H7C2N9O2,N/A,1.406082157248756,N/A,N/A
mp-1212918,H7C4(N3O2)3,N/A,1.611274611451126,N/A,N/A
mp-557248,H7C(NO)3,N/A,1.445300609984478,N/A,N/A
mp-1210530,Na3H7(CO3)2,N/A,1.7025887560466422,N/A,N/A
mp-733610,H7C3N3O5,N/A,1.59081302352793,N/A,N/A
mp-1200776,H7C2N7O6,N/A,1.465834024917482,N/A,N/A
mp-1202429,FeH7(CO2)4,N/A,2.054496486601504,N/A,N/A
mp-1237354,H7C2N7O6,N/A,1.6733544568655851,N/A,N/A
mp-698158,VH7(CO2)4,N/A,1.8797241850597142,N/A,N/A
mp-721753,CsH7(C2O5)2,N/A,2.240597614991597,N/A,N/A
mp-1212804,H7C4(N3O2)3,N/A,1.523771585848654,N/A,N/A
mp-1199577,H7C7(NO2)3,N/A,1.346126614759479,N/A,N/A
mp-1196220,TbH7C4O11,N/A,2.549009549458692,N/A,N/A
mp-554793,YH7C4O11,N/A,2.136639712781457,N/A,N/A
mp-1200356,H7CSeN3O4,N/A,1.991703101133925,N/A,N/A
mp-1202388,H7C2N4ClO5,N/A,1.7523187739566422,N/A,N/A
mp-1204011,AgH7CN8O7,N/A,2.154300974523599,N/A,N/A
mp-1207713,ZnH7C4N3O7,N/A,2.084540964313072,N/A,N/A
mp-1211657,MnH7C4N3O7,N/A,1.9215347180919662,N/A,N/A
mp-1212675,H7C2SN5O3,N/A,1.354006677540586,N/A,N/A
mp-601190,H7WC7NO5,N/A,2.220436167583043,N/A,N/A
mp-601383,H7CSeN3O4,N/A,1.479912771877753,N/A,N/A
mp-735063,H7CSN3O4,N/A,1.685396900255753,N/A,N/A
mp-863008,Fe2B3H7(CO)6,N/A,1.706914792619238,N/A,N/A
mp-1194724,MnH7C3NO6,N/A,1.66916900241485,N/A,N/A
mp-1195522,CoH7C3NO6,N/A,1.807830903615917,N/A,N/A
mp-1197765,MgH7C3NO6,N/A,1.505742671702441,N/A,N/A
mp-1203197,FeH7C3NO6,N/A,1.72945614555955,N/A,N/A
mp-1204510,ZnH7C3NO6,N/A,1.8485789918125861,N/A,N/A
mp-1195955,CuH7C3NO6,N/A,1.791358935966913,N/A,N/A
mp-1198880,ZnH7C3NO7,N/A,1.912241752811125,N/A,N/A
mp-1201597,NiH7C3NO7,N/A,2.032631310451676,N/A,N/A
mp-1201936,MgH7C3NO7,N/A,1.6069045067106602,N/A,N/A
mp-1203013,CoH7C3NO7,N/A,1.888550885619483,N/A,N/A
mp-1203596,MnH7C3NO7,N/A,1.739988013101649,N/A,N/A
mp-1202397,K3Be2H7C3O13,N/A,1.9380958970970181,N/A,N/A
mp-1205193,H7C2SNO2,N/A,1.329348276047633,N/A,N/A
mp-559733,GdH7C2SO8,N/A,3.124587920738782,N/A,N/A
mp-1195289,MnH7C3NO6,N/A,1.822220432174929,N/A,N/A
mp-1195497,CdH7C3NO6,N/A,2.284969779701669,N/A,N/A
mp-1238333,MnH7C3NO6,N/A,1.687688035778594,N/A,N/A
mp-1215839,ZnH7C3NO6,N/A,1.837949142425135,N/A,N/A
mp-1220171,NiH7C3NO6,N/A,1.827228619642367,N/A,N/A
mp-1221775,MnH7C3NO6,N/A,1.660795290488574,N/A,N/A
mp-1225140,FeH7C3NO6,N/A,1.722943002063198,N/A,N/A
mp-1226146,CoH7C3NO6,N/A,1.79601377270648,N/A,N/A
mp-1204121,CoH7C4(NO3)2,N/A,1.520654548333416,N/A,N/A
mp-1197067,H7C2SNO,N/A,1.008566899815536,N/A,N/A
mp-1203131,SrPH7CO6,N/A,1.960773655105025,N/A,N/A
mp-542041,PH7CN2O5,N/A,1.718159945658008,N/A,N/A
mp-1195834,La2B5H7(C2O7)2,N/A,2.7163707703143603,N/A,N/A
mp-1182659,CuH7C3SN3O4,N/A,1.469617248624889,N/A,N/A
mp-1198829,BH7C2N4OF4,N/A,1.634887187519758,N/A,N/A
mp-1199239,CuP2H7C2NO6,N/A,2.341879263285245,N/A,N/A
mp-555080,PH7CN3O3F,N/A,1.639544544518119,N/A,N/A
mp-699466,ZnPH7C2N4O5,N/A,2.302206732312624,N/A,N/A
mp-705524,CuH7C3SN3O4,N/A,1.699367942437434,N/A,N/A
mp-1201712,H7C2S2N4ClO3,N/A,1.662301949025263,N/A,N/A
mp-1192921,SnH7C2SeClO3,N/A,2.527009710963037,N/A,N/A
mp-1199360,SnH7C3NO5F,N/A,2.400716707121988,N/A,N/A
mp-1204845,H7C2SN4ClO4,N/A,1.4216427110571401,N/A,N/A
mp-1202100,Al3P3H7CNO13,N/A,2.177748196496805,N/A,N/A
mp-555128,H8C3O2,N/A,1.069373036893314,N/A,N/A
mp-542782,H8C3(NO)3,N/A,1.391182960316177,N/A,N/A
mp-559139,H8C3N2O,N/A,1.219814119691499,N/A,N/A
mp-708965,H8C3(NO)4,N/A,1.433719129144866,N/A,N/A
mp-734124,H8C2(N2O)3,N/A,1.526486718825125,N/A,N/A
mp-772431,CoH8(CO5)2,N/A,1.961541538873481,N/A,N/A
mp-772564,NiH8(CO5)2,N/A,2.030538480947009,N/A,N/A
mp-1197148,H8C2N6O7,N/A,1.4201469706127972,N/A,N/A
mp-1200121,CoH8(CO2)4,N/A,1.9214595577429092,N/A,N/A
mp-1203656,B5H8CO6,N/A,1.524764183679244,N/A,N/A
mp-1204724,ThH8(CO3)4,N/A,2.927256790206958,N/A,N/A
mp-1237806,H8C2N6O7,N/A,1.608135002665104,N/A,N/A
mp-542176,CuH8C4O5,N/A,1.823156357536655,N/A,N/A
mp-698274,ZnH8(CO2)4,N/A,2.018232111708852,N/A,N/A
mp-1204386,CoH8(CO4)2,N/A,1.9927179978491862,N/A,N/A
mp-1181376,H8C3N2O,N/A,1.132562704975375,N/A,N/A
mp-644330,H8C3N2O,N/A,1.841515176883937,N/A,N/A
mp-561405,SnH8(CO)4,N/A,2.122893295652599,N/A,N/A
mp-1233260,MgCu4H8(CO5)2,N/A,2.8953684287418833,N/A,N/A
mp-1234265,MgCu4H8(CO5)2,N/A,2.949458353184494,N/A,N/A
mp-1235090,LiCu4H8(CO5)2,N/A,3.036789669431457,N/A,N/A
mp-583429,CuH8C6(N3O)2,N/A,1.5684588390417131,N/A,N/A
mp-707928,H8C2S3(NO3)2,N/A,1.636656503825653,N/A,N/A
mp-1194681,MgH8C4(NO3)2,N/A,1.4284333803924332,N/A,N/A
mp-1195088,NiH8C4(NO3)2,N/A,1.210056040760366,N/A,N/A
mp-1195352,ZnH8C4(NO3)2,N/A,1.079282558313349,N/A,N/A
mp-1200933,H8CBrN5O3,N/A,1.9132022145396372,N/A,N/A
mp-1204636,H8CN5ClO3,N/A,1.748545722964379,N/A,N/A
mp-1204872,ZrH8Pb(C3O8)2,N/A,2.943013877650076,N/A,N/A
mp-23666,AsH8CN3O4,N/A,1.942363460316662,N/A,N/A
mp-24350,K2CoH8(CO5)2,N/A,2.220639965280453,N/A,N/A
mp-24573,K2NiH8(CO5)2,N/A,2.24972938426619,N/A,N/A
mp-24606,Rb2MgH8(CO5)2,N/A,2.460301789291311,N/A,N/A
mp-24623,Rb2NiH8(CO5)2,N/A,2.53577899510361,N/A,N/A
mp-24624,Rb2CoH8(CO5)2,N/A,2.675661174184744,N/A,N/A
mp-557521,PH8C2NO4,N/A,1.503001565069214,N/A,N/A
mp-560533,CuH8C4(NO3)2,N/A,1.713889133070898,N/A,N/A
mp-560827,MgH8C4(N3O2)2,N/A,1.419620018326319,N/A,N/A
mp-561521,PH8C2NO2,N/A,1.45442221015884,N/A,N/A
mp-600154,K2CuH8(CO3)4,N/A,2.04338657875206,N/A,N/A
mp-757963,K2MgH8(CO5)2,N/A,1.9969201016242581,N/A,N/A
mp-770604,Li2CoH8(CO5)2,N/A,2.134882154149041,N/A,N/A
mp-771916,Li2NiH8(CO5)2,N/A,2.198467679157188,N/A,N/A
mp-1195584,MnH8C4(NO3)2,N/A,1.680850120963583,N/A,N/A
mp-1198761,LiH8C4O5F9,N/A,1.767940821566434,N/A,N/A
mp-1198963,K5TbH8(CO2)8,N/A,2.227480003416997,N/A,N/A
mp-1200731,HoH8C2O8F,N/A,2.602439610234769,N/A,N/A
mp-1203091,CaP2H8(CO3)2,N/A,1.871840887282112,N/A,N/A
mp-735556,Na2CoH8(CO5)2,N/A,2.205797559207646,N/A,N/A
mp-738684,K5YH8(CO2)8,N/A,2.061079762522368,N/A,N/A
mp-770598,Li2CoH8(CO5)2,N/A,2.163698331402957,N/A,N/A
mp-557319,InH8C4NO10,N/A,2.055009355611988,N/A,N/A
mp-557853,TiH8C4NO10,N/A,1.7980300629064052,N/A,N/A
mp-557562,TiH8C4NO10,N/A,1.802494494511655,N/A,N/A
mp-1198574,MgH8C3(NO3)2,N/A,1.520197532069139,N/A,N/A
mp-1201582,CoH8C3(NO3)2,N/A,1.7925853464680022,N/A,N/A
mp-1201531,CaH8C2N4O5,N/A,1.8234247543677182,N/A,N/A
mp-1202123,H8CIN5O3,N/A,2.136431348972352,N/A,N/A
mp-1209730,TbH8C21(O2F3)5,N/A,2.183788983615024,N/A,N/A
mp-1210388,NaH8CN5O3,N/A,1.50715635451021,N/A,N/A
mp-1226333,CoH8C6(N3O)2,N/A,1.528599241029049,N/A,N/A
mp-1412519,Na2Cu3H8(CO2)8,N/A,2.101494884015084,N/A,N/A
mp-510474,Na2Cu3H8(CO2)8,N/A,2.14840000590029,N/A,N/A
mp-690771,H8CS(NO)4,N/A,1.708509952659768,N/A,N/A
mp-695996,BaH8C6(N3O4)2,N/A,2.301509593814652,N/A,N/A
mp-746681,VH8C2NO3,N/A,1.62201419555327,N/A,N/A
mp-819752,VH8C2NO3,N/A,1.622014309399789,N/A,N/A
mp-1217479,ThUH8(C2O5)4,N/A,3.2567116914138,N/A,N/A
mp-1194711,MnH8C3(NO3)2,N/A,1.721790626986426,N/A,N/A
mp-1201835,ZnH8C3(NO3)2,N/A,1.930663319324923,N/A,N/A
mp-1216298,ZnH8C4(NO2)3,N/A,1.8816934235100682,N/A,N/A
mp-1220880,NiH8C4(NO2)3,N/A,1.890877134652068,N/A,N/A
mp-1222605,MnH8C4(NO2)3,N/A,1.683360449556068,N/A,N/A
mp-1226766,CoH8C4(NO2)3,N/A,1.85311792594624,N/A,N/A
mp-1016213,Sn3H8C2NO7,N/A,3.224869846670825,N/A,N/A
mp-560592,V3H8C2NO7,N/A,2.2330266104652052,N/A,N/A
mp-601243,ZnH8C4(NO3)2,N/A,1.571977652781257,N/A,N/A
mp-560730,H8CN2(ClO5)2,N/A,1.8473755828462082,N/A,N/A
mp-733936,Cs2MgH8(CO5)2,N/A,2.861616870978204,N/A,N/A
mp-758942,NaYH8(CO3)4,N/A,2.149364628124023,N/A,N/A
mp-1226401,CrH8C4NO10,N/A,1.8038037246649101,N/A,N/A
mp-708955,PH8C2NO4,N/A,1.54575312985709,N/A,N/A
mp-1197326,KLuH8(CO3)4,N/A,2.607968468503071,N/A,N/A
mp-1198950,KInH8(CO3)4,N/A,2.330800080106199,N/A,N/A
mp-1203109,H8C3S3N4O5,N/A,1.604483867403442,N/A,N/A
mp-759255,LiCoH8(CO5)2,N/A,2.009786523345942,N/A,N/A
mp-720519,KCd2H8C10N15O4,N/A,1.9059620665009152,N/A,N/A
mp-753955,K3H8RhC4(ClO6)2,N/A,2.234688855684279,N/A,N/A
mp-1197049,CdH8C2S2(NO)6,N/A,2.076740264831596,N/A,N/A
mp-1199373,AgH8C3S2ClO4,N/A,2.219628782143774,N/A,N/A
mp-1200002,UP2H8C2NO8,N/A,2.903481923096558,N/A,N/A
mp-1200711,Sb2H8C3SCl6O5,N/A,2.21704260202842,N/A,N/A
mp-1200994,CoH8C2N4(ClO2)2,N/A,1.858983261115205,N/A,N/A
mp-1204541,CoPH8C3N3O7,N/A,1.8635710448454872,N/A,N/A
mp-1205162,NpCrH8C2(NO2)4,N/A,3.084335375979038,N/A,N/A
mp-23777,H8C3SN(OF)3,N/A,1.546900510614447,N/A,N/A
mp-556025,MgH8C2S2(NO2)2,N/A,1.4173460727054121,N/A,N/A
mp-561476,PH8C2SNO2,N/A,1.283145541803041,N/A,N/A
mp-600228,H8RuC5N(ClO)3,N/A,1.8492768453275792,N/A,N/A
mp-605808,AgH8C4S3(OF)3,N/A,2.135782194472062,N/A,N/A
mp-697957,ZnH8C2I2(N2O)2,N/A,2.553470334154052,N/A,N/A
mp-709428,YH8C2S2NO9,N/A,2.230716040439843,N/A,N/A
mp-720829,VH8C2N2O6F,N/A,1.8828813660457642,N/A,N/A
mp-733848,CdRe2H8C2(N2O5)2,N/A,3.540373714763577,N/A,N/A
mp-767297,MnH8C2S2(NO2)2,N/A,1.555236555415236,N/A,N/A
mp-1198497,NaH8C2S2NO5,N/A,1.6350263806369911,N/A,N/A
mp-24145,CuP2H8CN2O5,N/A,2.172224183665853,N/A,N/A
mp-720842,BaH8PtC4(NO)4,N/A,3.078096930237101,N/A,N/A
mp-720904,BaH8PtC4(NO)4,N/A,3.060646978324293,N/A,N/A
mp-1196143,Na2U2MnH8(C3O7)4,N/A,3.239084406185278,N/A,N/A
mp-1201346,Na2U2FeH8(C3O7)4,N/A,3.205253979802615,N/A,N/A
mp-1201788,Na2U2CoH8(C3O7)4,N/A,3.255457505535267,N/A,N/A
mp-1202403,Na2U2ZnH8(C3O7)4,N/A,3.232083447730664,N/A,N/A
mp-1210735,MgH8C6S2(NO4)2,N/A,1.811302534785352,N/A,N/A
mp-1214326,CaH8C6S2(NO4)2,N/A,1.808543583039605,N/A,N/A
mp-24664,ZnH8C2N4(ClO)2,N/A,1.8004917272273322,N/A,N/A
mp-556725,CuH8C2Br3NO,N/A,2.740546752352614,N/A,N/A
mp-560249,SiH8C2NClO,N/A,1.217517903792801,N/A,N/A
mp-567268,GdH8C10N(O2F3)4,N/A,2.216251126417679,N/A,N/A
mp-696290,CuH8C4N8(ClO)2,N/A,1.806313737311589,N/A,N/A
mp-1205234,AgH8C3S2ClO4,N/A,2.203294128311858,N/A,N/A
mp-559423,AgH8C5S2O2F3,N/A,2.027577278105089,N/A,N/A
mp-605676,AgH8C7S2O2F7,N/A,2.119016596753227,N/A,N/A
mp-1215373,ZrH8C2S(OF2)2,N/A,2.017252228381348,N/A,N/A
mp-1205066,K2Fe2H8C4Cl2O13,N/A,2.048442607660293,N/A,N/A
mp-1217853,SrZrCdH8(C4O11)2,N/A,2.177261082828681,N/A,N/A
mp-605006,LiH8C2S2NO5,N/A,1.6692228178637372,N/A,N/A
mp-1196575,H8C2SBrNO,N/A,1.714562447375624,N/A,N/A
mp-1200006,AgH8C3S2NO3,N/A,2.117953827374915,N/A,N/A
mp-1204696,Al3P3H8C2NO13,N/A,2.221051771966876,N/A,N/A
mp-1198412,SmFeH8C6(N3O2)2,N/A,1.9109221604865292,N/A,N/A
mp-1200936,ErCoH8C6(N3O2)2,N/A,2.382799234125843,N/A,N/A
mp-1201732,PrFeH8C6(N3O2)2,N/A,1.808787538256424,N/A,N/A
mp-745208,DyFeH8C6(N3O2)2,N/A,2.284074520467843,N/A,N/A
mp-698271,Ca3Ni2H8C10(S4O13)2,N/A,1.8305402083146491,N/A,N/A
mp-1196128,LiAlH8C16(O2F9)4,N/A,2.031863901034636,N/A,N/A
mp-698491,NaCa2Al4H8C4ClO20,N/A,2.434357559123553,N/A,N/A
mp-1198405,NaCuPH8C2SO8,N/A,2.267038164796222,N/A,N/A
mp-1203521,CdRe2H8C2S2(NO2)4,N/A,3.202063588351104,N/A,N/A
mp-560581,LiBeH8CNOF4,N/A,1.5178787625642611,N/A,N/A
mp-698272,Mo3H8C4SN2Cl6O7,N/A,2.271859026623043,N/A,N/A
mp-708964,Al2P2H8C2NO8F,N/A,2.084886215583782,N/A,N/A
mp-1215002,Ag2H8C2S2N5ClO3,N/A,2.575937398817746,N/A,N/A
mp-721059,H8AuC2S2N4ClO4,N/A,2.666378056598836,N/A,N/A
mp-24765,KHoH8RuC6(N3O2)2,N/A,2.5907501600899643,N/A,N/A
mp-1204309,SbH8C2S2Br3N4O,N/A,2.29753310648066,N/A,N/A
mp-23668,H9C4NO4,N/A,1.31315416764429,N/A,N/A
mp-558863,H9C5NO5,N/A,1.419280731143128,N/A,N/A
mp-998880,H9C8NO2,N/A,1.224221525412422,N/A,N/A
mp-1196548,H9C8NO9,N/A,1.627680662244493,N/A,N/A
mp-707917,H9C2N11O8,N/A,1.7559590253508932,N/A,N/A
mp-1182415,BH9(CO)3,N/A,1.409276679359896,N/A,N/A
mp-558506,BH9(CO)3,N/A,1.148850750370912,N/A,N/A
mp-1212762,H9C2N11O2,N/A,1.432912235040894,N/A,N/A
mp-556151,H9C3N3O2,N/A,1.2664317486075851,N/A,N/A
mp-1199386,H9C2(N3O2)3,N/A,1.6071393097799072,N/A,N/A
mp-560734,VH9C3O4,N/A,1.612641618168068,N/A,N/A
mp-734137,H9C2N7O6,N/A,1.768082873321506,N/A,N/A
mp-583606,H9C2(NO)3,N/A,1.2738434754291381,N/A,N/A
mp-1196253,H9CN7O3,N/A,1.452987676137971,N/A,N/A
mp-1220124,PH9C(NO)4,N/A,1.586997855780065,N/A,N/A
mp-1181051,Mo2H9C2NO7,N/A,2.032972631559089,N/A,N/A
mp-1199739,Mo2H9C2NO7,N/A,2.530680455511053,N/A,N/A
mp-1195900,CdH9C4(N2O3)3,N/A,2.3100341883835123,N/A,N/A
mp-1200336,H9C3S3NO5,N/A,1.499926380231922,N/A,N/A
mp-1200667,CoH9C3N7O2,N/A,1.569002765217198,N/A,N/A
mp-1201826,AgH9C2(NO)2,N/A,2.133016398577587,N/A,N/A
mp-1201841,NaH9Rh2C5O12,N/A,2.420735563090271,N/A,N/A
mp-510473,FeH9C3N7O2,N/A,1.588553910795513,N/A,N/A
mp-1199137,P2H12C4O3,N/A,1.047493117205377,N/A,N/A
mp-1200121,CoH8(CO2)4,N/A,1.9214595577429092,N/A,N/A
mp-1202150,ThH4(C2O5)2,N/A,3.241586070083646,N/A,N/A
mp-1202302,BaH6(C2O5)2,N/A,2.580844845055379,N/A,N/A
mp-1204724,ThH8(CO3)4,N/A,2.927256790206958,N/A,N/A
mp-1211095,MnH4(C2O3)2,N/A,1.7220863715515362,N/A,N/A
mp-1214914,BaH2(CO2)4,N/A,2.138431242304921,N/A,N/A
mp-542176,CuH8C4O5,N/A,1.823156357536655,N/A,N/A
mp-542783,Ba2H14C4O15,N/A,2.611011869724914,N/A,N/A
mp-690824,SrH6C4O7,N/A,2.220105197548022,N/A,N/A
mp-698274,ZnH8(CO2)4,N/A,2.018232111708852,N/A,N/A
mp-699317,Na2H6C4O7,N/A,1.804437703371456,N/A,N/A
mp-705527,ReH(CO)4,N/A,3.139882994782576,N/A,N/A
mp-1201866,H2C4(OF2)3,N/A,2.0997433889534,N/A,N/A
mp-726434,Mo2H3(CO2)4,N/A,2.4326039045730923,N/A,N/A
mp-1195133,CaH6(C2O3)2,N/A,1.8838241705157062,N/A,N/A
mp-1202429,FeH7(CO2)4,N/A,2.054496486601504,N/A,N/A
mp-1215145,Ba2H2C4O9,N/A,3.157187389809125,N/A,N/A
mp-555083,Na3H5(CO2)4,N/A,1.736185891217168,N/A,N/A
mp-560323,H11C4NO10,N/A,1.578345131789122,N/A,N/A
mp-698158,VH7(CO2)4,N/A,1.8797241850597142,N/A,N/A
mp-721753,CsH7(C2O5)2,N/A,2.240597614991597,N/A,N/A
mp-722571,ReH(CO)4,N/A,3.00032212554307,N/A,N/A
mp-723120,BaH6C4O7,N/A,2.5562722495241053,N/A,N/A
mp-730460,Na5H3(CO3)4,N/A,2.402627586021559,N/A,N/A
mp-734199,MnH(CO)4,N/A,1.8250069399868192,N/A,N/A
mp-1212804,H7C4(N3O2)3,N/A,1.523771585848654,N/A,N/A
mp-1182715,CuH6(CO2)4,N/A,1.882521706352105,N/A,N/A
mp-600167,CuH6(CO2)4,N/A,1.923122908823124,N/A,N/A
mp-561405,SnH8(CO)4,N/A,2.122893295652599,N/A,N/A
mp-720869,H12C4N2O9,N/A,1.560266131675118,N/A,N/A
mp-1193570,NaH3C4O5,N/A,1.672340891968477,N/A,N/A
mp-1196220,TbH7C4O11,N/A,2.549009549458692,N/A,N/A
mp-554793,YH7C4O11,N/A,2.136639712781457,N/A,N/A
mp-698287,YH2C4O9,N/A,1.8870268558688341,N/A,N/A
mp-1199165,SiH12(CO)4,N/A,1.151419623321305,N/A,N/A
mp-1173843,Na3H12Ru2(C2O9)2,N/A,2.4401194486218563,N/A,N/A
mp-1217885,U12Cd4H6C4O51,N/A,5.856364045947322,N/A,N/A
mp-698263,KYH4C4O9,N/A,2.360409097614805,N/A,N/A
mp-1196609,CaH4C4(SO)4,N/A,1.646282725117517,N/A,N/A
mp-1213514,CsU2H(C2O7)2,N/A,3.731396898239479,N/A,N/A
mp-1238514,CsTiH10C4O13,N/A,2.374906595045386,N/A,N/A
mp-554037,KU2H5C4O15,N/A,3.563207547848926,N/A,N/A
mp-562903,CoH18C4N7O8,N/A,1.558149038687092,N/A,N/A
mp-600238,NbH12C4NO13,N/A,1.571847515344158,N/A,N/A
mp-605374,CsU2H3(C2O7)2,N/A,4.007215355455374,N/A,N/A
mp-605406,RbU2H5C4O15,N/A,3.736371120028061,N/A,N/A
mp-706446,CsTiH10C4O13,N/A,2.192930798008052,N/A,N/A
mp-1195683,Na5LuH4(C2O7)2,N/A,2.755387125154389,N/A,N/A
mp-24144,Na5ScH4(C2O7)2,N/A,2.300879629164196,N/A,N/A
mp-559038,CuH12C4(NO)6,N/A,1.888170931188648,N/A,N/A
mp-1106046,CrH4C4NO10,N/A,1.739889072546875,N/A,N/A
mp-1189653,KCrH4(C2O5)2,N/A,2.027492043566869,N/A,N/A
mp-698264,CsVH12(C2O7)2,N/A,2.116450706802703,N/A,N/A
mp-752822,RbCrH4(C2O5)2,N/A,2.249548499269597,N/A,N/A
mp-1179202,SrCuH4(CO2)4,N/A,1.699810704926454,N/A,N/A
mp-1194707,H18RhC4N7O8,N/A,1.5741594978321611,N/A,N/A
mp-1205438,SrCuH4(CO2)4,N/A,2.3796609007748453,N/A,N/A
mp-23686,CaCuH4(CO2)4,N/A,2.225759353168441,N/A,N/A
mp-559223,GdH6C4NO9,N/A,2.627263069417598,N/A,N/A
mp-600520,SrCuH4(CO2)4,N/A,2.264070241087271,N/A,N/A
mp-698351,AgH6C4(NO)2,N/A,2.5813264653124293,N/A,N/A
mp-727956,MnPH2(CO)4,N/A,1.8439110155241951,N/A,N/A
mp-1181352,Mo2H12C4N2O15,N/A,2.173182395900358,N/A,N/A
mp-1181609,Mo2H12C4N2O15,N/A,1.610506907757085,N/A,N/A
mp-1181627,CuH14C4(NO2)4,N/A,1.5046372690102832,N/A,N/A
mp-1181838,CuH14C4(NO2)4,N/A,1.722268415988525,N/A,N/A
mp-1182523,CuH14C4(NO2)4,N/A,1.475770532229451,N/A,N/A
mp-1194681,MgH8C4(NO3)2,N/A,1.4284333803924332,N/A,N/A
mp-1195088,NiH8C4(NO3)2,N/A,1.210056040760366,N/A,N/A
mp-1195352,ZnH8C4(NO3)2,N/A,1.079282558313349,N/A,N/A
mp-1195487,Na4Cd3H2(C2O7)2,N/A,3.684018441868738,N/A,N/A
mp-1195900,CdH9C4(N2O3)3,N/A,2.3100341883835123,N/A,N/A
mp-1196260,Sn2MoH12C4O5,N/A,2.439167736948908,N/A,N/A
mp-1196673,K2CoH12(C2O7)2,N/A,1.908200964293763,N/A,N/A
mp-1196938,K2Mo2H4C4O15,N/A,2.463874014885985,N/A,N/A
mp-1197145,HgH6C4(N2O)2,N/A,2.822401581195055,N/A,N/A
mp-1198633,ZnH20C4(N5O6)2,N/A,1.828490897118697,N/A,N/A
mp-1198888,LaH16C4Cl3O4,N/A,1.78983252441365,N/A,N/A
mp-1199425,CuH14C4(NO2)4,N/A,1.699449691373313,N/A,N/A
mp-1199760,UH18C4N10O13,N/A,2.03061984131569,N/A,N/A
mp-1201659,MgH20C4(N5O6)2,N/A,1.4780802236646,N/A,N/A
mp-1201731,UH16C4(NO3)2,N/A,2.6132999334329643,N/A,N/A
mp-1201889,KH13C4(NO)2,N/A,1.070985185655108,N/A,N/A
mp-1203168,Sn2H12C4Cl2O,N/A,2.00435526398933,N/A,N/A
mp-1203496,UH12C4S3O8,N/A,2.64984594336334,N/A,N/A
mp-1205249,H13C4S2NO6,N/A,1.341353282219919,N/A,N/A
mp-1207713,ZnH7C4N3O7,N/A,2.084540964313072,N/A,N/A
mp-1207872,VH4C4O6F,N/A,2.036627552045607,N/A,N/A
mp-1210542,NiH20C4(N5O6)2,N/A,1.606725391611256,N/A,N/A
mp-1211082,Na2CrH5C4O11,N/A,1.977012356998062,N/A,N/A
mp-1211657,MnH7C4N3O7,N/A,1.9215347180919662,N/A,N/A
mp-1212361,KH2C4N3O4,N/A,1.088678308203301,N/A,N/A
mp-1212586,HC4NCl2O3,N/A,1.6471683213337371,N/A,N/A
mp-1212673,H12PdC4(NO5)2,N/A,1.8738944752758022,N/A,N/A
