Material ID,Polymer Name (Formula),Decomposition Energy (eV/atom),Density (g/cm³),Thermal Conductivity (W/m·K),Heat Capacity (J/g·K)
mp-1195132,Si4MoH36C12(NO)2,N/A,0.978257279,0.2,1.5
mp-1199420,CoP2H36C12Br2(N3O)2,N/A,1.354500429966736,0.2,1.5
mp-1204389,NaCeMo8H40C12(S3O17)2,N/A,2.289559091320344,0.2,1.5
mp-698303,MnP2H36C12N6(ClO)2,N/A,1.2644991980703622,0.2,1.5
mp-1194814,HgTe5H36C12N3(OF5)5,N/A,2.4860625000786722,0.2,1.5
mp-1202468,UP2H36C12Br2(N3O2)2,N/A,1.7878132441752541,0.2,1.5
mp-721193,H2Ru4(CO)13,N/A,2.452517534817598,0.2,1.5
mp-1198469,LaH40C13N9O19,N/A,1.367606320686858,0.2,1.5
mp-734828,CoHRu3(CO)13,N/A,2.422528668270526,0.2,1.5
mp-1196190,KH25C13(NO4)2,N/A,1.169457976411219,0.2,1.5
mp-1196440,ZnSi4H35C13ClO,N/A,0.9846143929238421,0.2,1.5
mp-1199669,ZnSi3GeH35C13ClO,N/A,1.081586893,0.2,1.5
mp-1195191,Mo2H33C13S2N4Cl3O5,N/A,1.456307580180515,0.2,1.5
mp-1200564,ZnSi3GeH35C13BrO,N/A,1.152630420396295,0.2,1.5
mp-1203730,InSi4H39C14O,N/A,1.101049125337501,0.2,1.5
mp-1199718,Mg6H12C14NO24,N/A,1.326247776,0.2,1.5
mp-1199188,Ti2Si7H42C14(Cl3O)2,N/A,1.207549414871717,0.2,1.5
mp-1204634,UH42C14S7Cl4O7,N/A,1.653651811878488,0.2,1.5
mp-1196633,HgH36C14S8(O2F)6,N/A,1.678754344075319,0.2,1.5
mp-1208461,UCr4H48C14(N15O11)2,N/A,1.920454717177977,0.2,1.5
mp-1202315,TiSi7H42C14(ClO)2,N/A,0.9961385600739311,0.2,1.5
mp-1229326,Al8P8H22C14N4O33F2,N/A,1.9324867276342732,0.2,1.5
mp-1202559,Ga6P8H56C14N7O32F,N/A,1.9866505957592482,0.2,1.5
mp-1225035,LaP2H44C14N7(Cl2O)2,N/A,1.410824182342426,0.2,1.5
mp-1199608,Al4H12C15O31,N/A,1.705854777025647,0.2,1.5
mp-1200504,Ga4H12C15O31,N/A,1.9906069169613931,0.2,1.5
mp-1201928,Fe4H12C15O31,N/A,1.7801967729565762,0.2,1.5
mp-1202076,In4H12C15O31,N/A,2.014505397181603,0.2,1.5
mp-1197352,InSi4H41C15O,N/A,1.092521097999819,0.2,1.5
mp-740758,H2Os4Pt(CO)15,N/A,3.692482511215948,0.2,1.5
mp-1200727,H19PbC15S2N3O5,N/A,1.7967412097679571,0.2,1.5
mp-729296,Ni5SbH17C15NO9,N/A,2.168696026,0.2,1.5
mp-1204520,AgB10P2H40C15NCl2O3,N/A,1.261627772768507,0.2,1.5
mp-707849,H2Os5(CO)16,N/A,3.693786173949759,0.2,1.5
mp-1196309,Cr3P2H40(C8O5)2,N/A,1.195627445763751,0.2,1.5
mp-707478,H6Os5Pt(CO)16,N/A,3.655814009517757,0.2,1.5
mp-707833,HRu6C16NO16,N/A,2.722950379080998,0.2,1.5
mp-1205138,Si2Sn2H41C16O3,N/A,1.273686762421998,0.2,1.5
mp-1199399,TiSi7H48(C8O)2,N/A,0.949531348,0.2,1.5
mp-1203292,Na2Co7H16(CO2)16,N/A,2.135235283000166,0.2,1.5
mp-677715,B3H60C16(NO)12,N/A,0.84702462,0.2,1.5
mp-699412,B3H52C16(NO)12,N/A,0.857415873,0.2,1.5
mp-600208,ZrH36C16(NO4)4,N/A,1.472788187665075,0.2,1.5
mp-720215,K7H12Pt4C16(N8O3)2,N/A,2.744975522569331,0.2,1.5
mp-1201227,H24AuC16S2N3O4,N/A,1.601698856539481,0.2,1.5
mp-558106,SnH58C16S4(N11O9)2,N/A,1.494107715625508,0.2,1.5
mp-729907,NiH48C16S8(NO7)2,N/A,1.351800624779447,0.2,1.5
mp-1196128,LiAlH8C16(O2F9)4,N/A,2.031863901034636,0.2,1.5
mp-605172,Cu3As2H16C16Br3(NO)2,N/A,2.259156649631216,0.2,1.5
mp-720808,H2Ru6(CO)17,N/A,2.722326402197006,0.2,1.5
mp-720469,H6Os5Pt2(CO)17,N/A,3.890837294886697,0.2,1.5
mp-1204268,CoB10H31C18O,N/A,1.179671664,0.2,1.5
mp-1328759,K2Mn7H18(C9O20)2,N/A,2.126829344287647,0.2,1.5
mp-707923,HOs6C18S2O19,N/A,3.688950198043758,0.2,1.5
mp-720807,H2Ru6C18SO20,N/A,2.554395315231771,0.2,1.5
mp-729593,HOs6C18S2O19,N/A,3.688949978166009,0.2,1.5
mp-746793,K2Mn7H18(C9O20)2,N/A,2.008480836495859,0.2,1.5
mp-1199814,NiH48C18S6(N7O3)2,N/A,1.263945898417011,0.2,1.5
mp-1229246,B2P6H60Ir2C18O3F8,N/A,1.656237782525027,0.2,1.5
mp-1050641,Na3Bi2H42C18I9(N2O3)3,N/A,2.423651389,0.2,1.5
mp-738637,Na3Bi2H42C18I9(N2O3)3,N/A,2.423458423095963,0.2,1.5
mp-720532,HOs7C20O19,N/A,3.873334732180508,0.2,1.5
mp-723248,Re5H4(CO)20,N/A,2.382336897,0.2,1.5
mp-706251,Cr4H67C20(NO)16,N/A,1.279378937500288,0.2,1.5
mp-1199708,TbAgH10C20(N3O4)2,N/A,2.347477204297939,0.2,1.5
mp-1201870,BeH48C20I6(N2O)4,N/A,1.8349036739409361,0.2,1.5
mp-1204019,NdAgH10C20(N3O4)2,N/A,2.241567298270407,0.2,1.5
mp-1217856,TbAgH18C20(NO2)6,N/A,2.192752225689634,0.2,1.5
mp-1221003,NdAgH18C20(NO2)6,N/A,2.110563484183268,0.2,1.5
mp-1209730,TbH8C21(O2F3)5,N/A,2.183788983615024,0.2,1.5
mp-1212507,NdH10C21O11F15,N/A,2.128296218795441,0.2,1.5
mp-1195390,H26Pd5(C11O8)2,N/A,1.9706381396989752,0.2,1.5
mp-1202611,MnH20C22(N5O3)2,N/A,1.492341885446459,0.2,1.5
mp-1204304,CoH20C22(N5O3)2,N/A,1.380383807516129,0.2,1.5
mp-1195183,H26Pd4Pt(C11O8)2,N/A,2.137259476838578,0.2,1.5
mp-729824,Mn3Mo2H34C22N16O5,N/A,1.567031292611356,0.2,1.5
mp-1194231,Na2Co2Si8H72C24N4O,N/A,1.07149644,0.2,1.5
mp-1199586,KSi7H62C25O6,N/A,0.9585240409061621,0.2,1.5
mp-1203427,Zn3Si12H78(C13O2)2,N/A,1.074250078523067,0.2,1.5
mp-1199767,MgB2H42C26(N7O3)2,N/A,0.982218852,0.2,1.5
mp-1200390,Zn3Si14H90(C15O2)2,N/A,1.055888164520456,0.2,1.5
mp-1205251,Si2BH18C31SO3F23,N/A,1.583998743739649,0.2,1.5
mp-705959,V8Sn16H85(C8O9)4,N/A,2.365791463575818,0.2,1.5
mp-1228185,Ga8As16H102C32(S12O)3,N/A,1.817571928,0.2,1.5
mp-1202135,H48PtC32S4(N3O4)2,N/A,1.4742060101424501,0.2,1.5
mp-1194884,H42C48Xe(ClO2)3,N/A,1.368733910686479,0.2,1.5
mp-2647151,H5C56O,N/A,0.5214494081320601,0.2,1.5
